พื้นที่ขาย(ตรม.),พื้นที่ Back Room(ตรม.),พื้นที่รวม(ตรม.),จำนวน Opentype 0.9 m,จำนวน Opentype 1.92 m,จำนวนตู้แช่ข้าวกล่องตัว,จำนวนตู้แช่ข้าวกล่องบาน,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,0.00,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep
100.6,28.52,129.12,1,2,2,0,"13,209","11,758","15,351","16,226","16,340","5,059","12,812","13,872","13,850","13,253","12,611","12,035","12,206","11,540","14,028","14,475","14,940","13,857","14,306","13,646","12,841","14,277","12,754","12,807","12,799","12,144","14,222","15,855","16,088","14,538","13,776","12,986","12,612","13,498","11,899","11,328","12,507","11,114","14,794","13,567","14,341","13,102","13,525","12,555","12,456","11,702","11,681","11,038","10,890","10,994","14,470","13,824","14,205","13,962","13,344","13,043","12,017",0.00,"39,573","36,212","42,921","46,694","41,344","5,414","41,071","40,543","41,075","42,730","39,082","42,949","40,592","36,540","44,535","44,814","42,040","39,276","41,586","39,931","39,143","42,586","39,510","44,773","41,749","38,728","46,175","48,218","44,568","43,245","43,288","40,775","41,264","38,704","35,977","37,396","36,631","33,709","37,304","29,873","31,824","31,199","33,807","32,563","31,636","33,021","31,871","31,408","28,288","27,254","31,355","31,666","30,362","30,509","28,018","29,195","29,391"
118.16,17.39,135.55,1,2,2,0,"14,193","12,779","16,759","17,246","17,303","17,069","17,331","17,940","16,731","16,611","15,213","14,485","14,551","13,373","16,530","16,438","16,727","15,655","15,518","14,827","14,733","15,941","13,911","13,225","12,769","12,581","16,019","19,016","19,013","16,806","16,514","15,236","14,845","16,601","13,640","12,696","14,166","12,869","16,173","16,519","17,691","15,835","16,311","14,550","14,843","13,596","13,200","12,458","12,340","11,756","14,727","15,007","16,562","15,976","15,068","15,423","13,489",0.00,"46,857","41,617","55,066","55,036","47,439","46,137","46,982","47,189","47,372","46,576","46,080","50,772","49,333","44,148","52,887","46,209","46,425","44,541","44,779","38,210","37,229","40,597","41,497","41,433","38,956","36,473","45,188","43,977","41,116","38,684","39,564","38,360","38,964","47,143","39,479","38,407","38,075","34,598","37,760","30,018","31,506","30,368","34,887","30,426","28,865","30,501","28,555","29,980","27,514","25,548","29,875","29,641","27,821","28,062","25,363","26,350","26,104"
150.31,57.05,207.36,2,3,2,0,"12,223","11,747","13,442","14,309","14,343","13,152","13,115","13,386","13,289","13,131","12,432","12,709","12,458","11,700","13,551","13,500","14,036","13,052","13,588","12,538","12,755","13,281","13,325","13,280","13,520","12,206","13,155","14,158","14,529","12,873","13,089","12,843","11,925","12,315","11,905","12,289","12,857","11,976","13,584","13,225","13,920","12,337","13,440","13,252","12,394","12,069","12,085","12,019","11,860","11,404","12,878","12,669","12,156","12,285","13,106","12,710","11,954",0.00,"28,120","27,060","31,312","30,602","29,663","29,096","29,374","30,327","29,861","30,201","26,870","28,272","28,791","26,731","31,446","29,807","29,416","27,604","28,361","27,913","26,534","26,767","24,999","24,994","23,553","23,454","20,541","21,803","23,441","24,562","25,857","23,726","22,804","23,169","21,939","23,170","24,468","24,194","25,200","19,122","18,305","16,023","17,547","16,631","15,461","13,435","11,969","13,245","13,267","12,169","13,215","13,955","13,099","12,759","13,259","13,857","13,059"
163.14,35.51,198.65,2,3,2,0,"16,792","15,343","18,246","18,415","18,352","17,875","18,300","18,784","18,888","18,727","17,040","16,679","16,801","15,139","18,247","17,966","19,003","18,704","18,381","17,836","17,648","18,808","17,690","17,554","16,589","16,357","18,541","19,819","20,510","19,668","18,728","18,473","17,583","19,414","16,658","16,738","17,643","16,693","17,607","18,355","19,968","18,310","18,552","17,542","17,159","16,682","16,095","15,667","14,494","14,021","16,952","16,653","18,108","16,557","16,612","16,593","15,107",0.00,"35,011","33,742","37,925","37,510","37,358","37,717","38,087","38,137","41,010","40,974","40,649","41,417","41,670","39,628","47,730","44,285","47,629","46,632","46,058","45,814","46,669","49,264","45,778","43,120","42,049","39,511","45,088","42,634","40,134","36,771","37,528","37,410","36,304","39,911","36,343","36,707","36,111","35,550","38,773","31,170","29,665","38,633","49,575","48,367","45,977","47,822","46,234","33,234","31,744","35,703","40,911","38,157","36,644","35,518","35,053","33,553","42,062"
120.93,30.78,151.71,2,2,2,0,"11,625","10,014","13,343","14,172","14,620","13,978","13,652","14,350","14,134","13,962","12,634","12,648","12,734","11,845","14,462","15,196","15,099","14,457","15,495","15,202","14,342","15,187","12,905","12,973","12,483","12,398","15,341","16,915","15,570","15,613","15,918","14,855","14,463","16,199","13,695","13,033","14,854","13,133","16,179","15,976","17,009","15,561","15,351","13,910","13,751","12,766","12,456","12,007","11,368","10,957","14,923","14,151","15,043","13,898","13,560","14,162","12,673",0.00,"29,544","25,931","31,959","36,278","31,564","29,093","29,925","29,765","30,577","31,502","28,054","33,602","30,060","26,201","34,119","36,165","32,952","29,357","32,470","31,418","30,297","33,867","31,259","37,476","33,228","30,400","36,682","40,021","36,536","33,107","34,503","32,203","33,211","37,059","32,666","36,339","34,708","31,103","34,703","30,212","32,737","30,940","30,378","27,116","29,927","30,361","29,927","27,646","26,058","23,711","27,779","28,297","26,469","23,523","22,055","20,779","20,943"
109.04,24.16,133.2,1,2,2,0,"11,084","10,344","12,087","12,777","13,827","13,102","13,072","13,632","13,019","13,018","12,144","10,982","11,297","10,322","11,570","11,575","12,957","12,864","13,315","12,583","12,308","11,921","10,566","11,186","11,155","10,529","12,200","12,412","14,813","13,853","13,679","12,495","12,089","12,020","11,013","9,870","10,192","9,036","10,722","10,180","11,127","11,304","12,163","11,465","11,414","11,382","10,216","9,937","9,727","9,386","12,105","12,081","12,267","12,402","12,004","12,613","12,382",0.00,"50,489","42,227","39,333","34,895","46,671","47,058","46,936","47,397","45,668","41,049","45,191","51,707","56,351","46,677","40,405","34,233","49,380","51,498","49,952","48,737","44,667","47,916","42,187","53,051","56,652","49,020","40,446","34,655","50,584","52,089","48,921","47,859","44,908","40,189","47,248","44,149","52,329","47,242","28,039","15,112","18,705","23,629","35,846","36,880","37,482","40,457","29,933","38,651","35,078","32,450","38,546","21,741","18,719","22,950","22,405","24,870","26,547"
243.09,103.77,346.86,0,4,2,0,"15,011","13,760","17,410","18,988","18,865","18,008","16,643","16,900","16,645","15,688","14,138","13,316","13,833","12,247","15,781","17,063","17,406","16,838","17,090","16,919","17,179","17,789","15,104","14,558","13,898","14,006","17,388","19,523","19,720","19,599","20,255","18,078","17,695","18,423","15,206","14,305","15,319","13,909","17,657","18,612","21,237","20,045","21,213","19,471","19,621","18,380","17,127","16,044","15,093","15,204","19,888","20,930","21,153","20,038","20,792","20,360","17,832",0.00,"28,678","25,497","30,363","31,306","30,609","30,025","29,529","30,421","31,083","30,623","27,911","30,395","29,369","25,997","31,943","31,832","31,459","31,456","32,617","30,938","33,001","34,114","32,824","35,078","33,161","30,405","36,378","36,025","35,757","36,674","36,843","35,086","35,054","36,589","33,947","35,670","35,697","32,407","36,426","28,290","31,077","31,967","34,102","32,473","32,810","32,742","31,219","32,160","27,776","24,677","27,867","25,893","25,790","25,005","24,591","24,463","24,282"
136.28,56.48,192.76,1,4,2,0,"15,640","14,299","17,315","17,726","17,943","16,688","16,713","17,641","16,863","16,820","15,255","14,819","15,125","13,296","15,790","15,952","17,012","16,099","16,183","15,526","15,666","16,883","15,316","15,314","14,361","14,221","16,285","17,634","17,681","16,456","16,091","15,916","15,136","16,362","14,135","14,373","15,498","13,900","16,707","16,481","16,942","15,074","15,264","14,989","14,938","14,258","13,872","13,459","13,216","13,366","16,142","16,085","16,926","16,309","15,982","15,794","14,311",0.00,"38,113","34,465","40,889","39,386","39,468","38,445","40,012","39,483","39,877","41,978","39,430","39,624","33,351","29,353","34,270","32,316","34,375","33,834","33,552","31,891","31,912","34,357","32,545","33,652","32,487","30,664","34,536","34,984","34,718","33,354","33,387","33,251","32,318","33,710","31,803","32,652","32,650","31,199","34,088","25,246","24,620","23,902","25,199","25,174","24,584","25,420","24,919","25,578","26,422","23,536","26,524","26,962","28,112","27,462","28,028","25,268","24,150"
108.59,45.84,154.43,1,3,2,0,"15,564","13,354","17,761","20,227","20,219","18,619","18,196","18,511","17,834","18,923","16,223","15,220","16,686","14,790","10,573","16,902","16,506","15,874","15,880","15,246","14,919","16,153","14,345","14,169","13,526","12,840","16,228","19,423","20,289","17,140","15,982","15,245","14,813","16,606","14,679","13,384","14,495","12,993","16,675","16,980","19,142","16,973","17,508","15,516","15,662","14,683","14,368","13,421","12,853","12,115","15,999","16,092","18,101","16,026","15,248","15,800","14,649",0.00,"46,134","38,809","47,432","55,484","49,591","47,429","48,926","47,806","48,077","50,578","46,131","50,649","49,356","42,600","29,221","57,931","52,147","49,683","51,103","48,233","49,159","54,454","52,247","59,838","53,785","48,329","60,182","64,095","56,000","48,397","50,505","46,513","46,713","52,222","49,192","51,825","49,478","44,148","46,273","33,495","37,293","37,967","41,531","37,625","37,583","39,557","39,783","41,570","37,891","33,310","41,166","38,137","37,462","35,190","31,361","33,830","34,625"
109.29,20.35,129.64,3,2,2,2,"12,885","11,640","13,524","12,944","13,179","12,920","12,954","13,296","12,700","12,969","12,292","12,392","12,173","10,927","12,596","12,035","12,462","12,389","13,037","12,412","11,715","12,486","12,228","11,984","11,728","11,170","12,578","13,432","13,805","13,035","13,420","13,180","12,481","13,251","12,417","12,443","12,736","12,067","13,471","13,223","14,294","13,396","13,667","13,962","13,568","13,404","13,353","13,085","12,400","11,793","13,682","13,481","13,660","13,845","13,214","12,475","11,448",0.00,"25,629","24,221","26,005","24,411","25,958","25,844","25,631","26,459","25,360","25,218","23,897","24,215","22,848","20,979","24,178","22,452","24,024","23,352","24,361","22,410","22,062","23,248","22,389","22,479","22,060","20,765","23,345","22,728","24,452","23,134","23,343","22,192","21,460","22,021","21,631","18,908","18,508","18,398","20,514","16,321","17,136","15,089","15,387","15,419","15,322","15,197","15,252","14,473","13,983","12,682","14,652","13,897","14,983","15,309","16,138","13,848","11,497"
125.41,16.08,141.49,1,2,2,0,"11,980","10,758","12,853","13,814","15,029","14,421","14,767","14,735","14,186","14,081","12,793","12,400","12,823","11,134","14,042","14,842","15,564","14,219","14,569","14,480","14,638","14,794","13,602","13,235","13,083","11,702","15,037","16,275","15,525","14,732","15,063","14,144","13,403","14,082","12,093","11,438","11,754","10,579","12,612","12,353","15,480","13,772","14,836","13,737","13,695","12,706","12,124","11,190","10,346","9,996","13,052","14,158","14,172","13,538","13,535","13,905","12,634",0.00,"35,399","29,733","35,799","36,461","36,009","32,985","35,007","35,968","35,769","37,228","35,484","36,702","35,144","31,767","37,841","36,414","36,502","35,513","34,896","35,326","36,959","39,835","37,708","39,925","38,128","33,748","40,564","34,884","33,912","32,617","32,879","29,902","32,098","33,957","29,843","32,347","32,712","29,359","31,932","23,244","26,942","27,947","30,855","28,851","29,435","32,582","31,105","30,552","27,040","25,737","29,101","28,335","29,375","27,876","28,997","30,287","30,196"
133.84,34.94,168.78,1,3,2,0,"14,196","12,973","15,113","15,057","15,521","14,368","14,416","14,649","14,354","5,146","10,243","11,778","11,421","10,703","13,108","13,174","13,575","12,859","12,522","13,096","12,630","13,617","12,217","11,897","11,738","12,094","14,541","15,216","15,203","13,807","13,673","13,515","12,642","13,821","12,216","12,159","13,362","12,369","14,335","14,493","15,093","13,699","13,787","13,488","12,733","11,948","11,654","11,331","10,764","10,466","13,558","13,626","13,899","13,247","12,079","12,013","10,755",0.00,"27,421","24,662","28,840","29,276","28,197","28,011","28,673","27,951","27,839","6,897","21,513","27,085","24,132","21,328","25,271","24,155","24,336","23,826","24,087","23,105","22,691","23,412","22,642","24,171","23,446","21,665","25,343","24,095","24,517","24,283","24,009","23,657","22,420","23,144","22,974","24,157","23,563","22,999","24,771","21,436","21,164","20,409","21,411","20,535","19,861","24,079","20,683","21,016","20,124","19,308","22,079","20,795","20,760","20,094","19,363","19,327","16,825"
197.8,84.24,282.04,1,4,2,0,"21,343","19,241","20,693","20,349","20,936","20,182","19,787","20,552","19,821","20,184","18,799","17,481","18,124","16,267","19,978","19,895","20,563","19,827","19,660","18,577","18,718","20,284","18,590","19,121","18,407","17,384","19,922","21,008","20,781","19,576","19,529","19,258","18,630","20,151","19,526","19,049","19,302","17,498","20,066","19,018","20,441","18,034","19,346","20,246","17,912","17,208","18,359","18,368","17,194","16,196","19,417","18,715","18,907","18,450","17,765","17,120","15,649",0.00,"41,507","38,991","40,190","34,192","34,218","35,026","34,464","35,064","34,516","31,521","31,573","31,803","31,633","29,781","34,203","30,854","32,025","34,145","35,278","33,831","32,880","33,509","34,118","34,843","33,376","31,300","34,982","32,103","33,199","33,647","34,445","34,307","32,549","31,301","32,295","31,625","32,684","31,768","31,016","23,239","25,021","24,090","27,353","28,173","27,241","27,353","25,370","26,618","23,422","23,550","28,115","24,597","24,265","22,303","22,531","20,311","18,715"
194.05,38.92,232.97,2,3,2,2,"17,574","16,325","20,563","20,561","21,402","20,313","19,495","21,284","19,792","19,738","17,649","17,182","17,686","16,141","20,556","21,299","21,827","20,727","22,580","20,977","20,384","21,611","21,091","20,507","18,641","19,598","22,369","24,724","25,260","23,717","22,741","21,142","18,219","21,098","19,220","19,239","20,060","19,164","22,597","22,220","24,402","22,250","23,189","23,813","21,362","19,650","19,157","19,238","18,006","17,048","22,475","23,391","24,949","23,896","23,983","21,606","19,592",0.00,"62,100","57,527","66,348","66,081","64,893","66,545","67,060","66,765","65,771","68,324","62,845","66,525","63,977","60,291","71,251","67,318","71,060","69,415","72,973","69,304","70,203","75,241","70,181","72,773","69,203","66,095","75,345","75,428","78,391","71,483","74,150","75,523","70,036","75,932","72,579","73,138","72,605","71,107","73,558","56,414","58,877","56,324","59,363","60,248","57,224","57,851","57,512","56,528","53,717","46,665","53,703","51,456","53,148","52,472","52,344","45,584","43,326"
150.97,79.66,230.63,1,3,2,0,"12,001","11,546","13,251","12,808","13,222","12,722","13,086","12,891","12,708","12,811","12,096","12,514","12,822","12,059","14,130","14,287","14,076","12,561","12,961","12,866","12,436","13,414","12,819","13,135","12,903","12,528","14,318","14,963","13,184","12,655","12,941","12,861","11,904","12,854","12,751","13,061","13,122","12,509","13,926","13,288","13,901","13,179","13,328","13,484","12,476","12,517","12,781","13,028","12,880","12,850","14,018","13,376","14,969","12,406","12,812","12,268","11,440",0.00,"29,272","27,486","31,800","29,530","29,897","29,587","30,578","30,093","30,737","31,514","30,341","33,798","36,523","34,814","36,471","34,149","33,907","31,677","32,637","31,005","30,395","33,068","32,265","31,019","31,558","31,266","35,967","34,493","34,012","30,862","33,852","32,409","32,573","34,109","33,365","35,647","35,605","34,643","35,913","25,941","28,084","29,431","30,530","31,021","27,670","27,970","26,921","28,333","29,310","26,582","28,570","25,740","26,745","21,370","20,109","19,378","19,592"
141.13,75.82,216.95,0,3,2,0,"14,364","14,481","16,981","17,424","16,186","16,325","15,041","15,885","16,129","14,530","15,975","15,086","15,628","13,433","16,264","15,244","15,847","14,677","16,050","14,788","14,856","15,144","14,251","14,888","14,360","14,611","16,534","16,695","16,616","15,567","15,493","15,029","14,525","16,235","15,226","14,834","14,963","13,988","16,257","15,354","16,439","15,505","16,766","15,817","15,695","14,571","14,422","13,939","12,757","12,879","15,905","14,987","15,636","15,176","15,031","15,805","13,806",0.00,"35,173","32,794","37,124","35,513","35,891","36,532","34,774","34,469","34,577","35,195","34,536","34,802","35,666","32,982","37,829","34,103","37,379","36,448","37,060","34,838","35,602","36,358","33,993","35,393","39,069","36,426","40,895","39,109","39,667","38,217","37,051","37,014","34,192","37,729","33,870","32,963","34,135","32,915","33,188","23,328","26,621","28,050","30,007","30,352","29,783","29,091","29,194","28,545","24,474","24,416","28,548","23,464","22,143","24,314","22,924","26,042","22,112"
